GPUName,DeviceID
GeForce GT 550M,"PCI\VEN_10DE&DEV_0DD6&SUBSYS_04B71028
PCI\VEN_10DE&DEV_0DD6&SUBSYS_04B81028
PCI\VEN_10DE&DEV_0DF6&SUBSYS_005914C0
PCI\VEN_10DE&DEV_0DF6&SUBSYS_005E14C0
PCI\VEN_10DE&DEV_0DF6&SUBSYS_17121043
PCI\VEN_10DE&DEV_0DF6&SUBSYS_20021BAB
PCI\VEN_10DE&DEV_0DF6&SUBSYS_20A51B0A
PCI\VEN_10DE&DEV_0DF6&SUBSYS_25251458
PCI\VEN_10DE&DEV_0DF6&SUBSYS_25321458
PCI\VEN_10DE&DEV_0DF6&SUBSYS_398117AA
PCI\VEN_10DE&DEV_1246&SUBSYS_05701028
PCI\VEN_10DE&DEV_1246&SUBSYS_05711028"
GeForce GT 555M,"PCI\VEN_10DE&DEV_0DEB&SUBSYS_362017AA
PCI\VEN_10DE&DEV_0DCE&SUBSYS_05641025
PCI\VEN_10DE&DEV_0DCE&SUBSYS_05651025
PCI\VEN_10DE&DEV_0DCE&SUBSYS_05661025"
GeForce GT 610,"PCI\VEN_10DE&DEV_0DE7
PCI\VEN_10DE&DEV_0F03
PCI\VEN_10DE&DEV_104A"
GeForce GT 620,"PCI\VEN_10DE&DEV_0F01
PCI\VEN_10DE&DEV_1049
PCI\VEN_10DE&DEV_1049&SUBSYS_0620174B
PCI\VEN_10DE&DEV_1049&SUBSYS_097710DE
PCI\VEN_10DE&DEV_1049&SUBSYS_259D1462
PCI\VEN_10DE&DEV_1049&SUBSYS_259E1462
PCI\VEN_10DE&DEV_1049&SUBSYS_3A981642
PCI\VEN_10DE&DEV_1049&SUBSYS_3B421642
PCI\VEN_10DE&DEV_1049&SUBSYS_90B71B0A
PCI\VEN_10DE&DEV_1049&SUBSYS_90BE1B0A
PCI\VEN_10DE&DEV_1049&SUBSYS_A621174B
PCI\VEN_10DE&DEV_1049&SUBSYS_A622174B"
GeForce GT 620M,"PCI\VEN_10DE&DEV_0DE9&SUBSYS_07251025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07281025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_072B1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_072E1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07531025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07541025
PCI\VEN_10DE&DEV_1140&SUBSYS_06001025
PCI\VEN_10DE&DEV_1140&SUBSYS_06061025
PCI\VEN_10DE&DEV_1140&SUBSYS_064A1025
PCI\VEN_10DE&DEV_1140&SUBSYS_064C1025
PCI\VEN_10DE&DEV_1140&SUBSYS_067A1025
PCI\VEN_10DE&DEV_1140&SUBSYS_06801025
PCI\VEN_10DE&DEV_1140&SUBSYS_06921025
PCI\VEN_10DE&DEV_1140&SUBSYS_06941025
PCI\VEN_10DE&DEV_1140&SUBSYS_07021025
PCI\VEN_10DE&DEV_1140&SUBSYS_07191025
PCI\VEN_10DE&DEV_1140&SUBSYS_07251025
PCI\VEN_10DE&DEV_1140&SUBSYS_07281025
PCI\VEN_10DE&DEV_1140&SUBSYS_072B1025
PCI\VEN_10DE&DEV_1140&SUBSYS_072E1025
PCI\VEN_10DE&DEV_1140&SUBSYS_07321025
PCI\VEN_10DE&DEV_1140&SUBSYS_365617AA"
GeForce GT 625,"PCI\VEN_10DE&DEV_104B
PCI\VEN_10DE&DEV_104B&SUBSYS_0625174B
PCI\VEN_10DE&DEV_104B&SUBSYS_102A10DE
PCI\VEN_10DE&DEV_104B&SUBSYS_A625174B"
GeForce GT 625M,PCI\VEN_10DE&DEV_1140&SUBSYS_390417AA
GeForce GT 630,"PCI\VEN_10DE&DEV_0F00
PCI\VEN_10DE&DEV_0FC2
PCI\VEN_10DE&DEV_0FC2&SUBSYS_0630174B
PCI\VEN_10DE&DEV_0FC2&SUBSYS_27501462
PCI\VEN_10DE&DEV_0FC2&SUBSYS_27511462
PCI\VEN_10DE&DEV_0FC2&SUBSYS_27521462
PCI\VEN_10DE&DEV_0FC2&SUBSYS_27551462
PCI\VEN_10DE&DEV_0FC2&SUBSYS_3B861642
PCI\VEN_10DE&DEV_0FC2&SUBSYS_3B981642
PCI\VEN_10DE&DEV_0FC2&SUBSYS_A632174B
PCI\VEN_10DE&DEV_1284"
GeForce GT 630M,"PCI\VEN_10DE&DEV_0DE9&SUBSYS_04871025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_04881025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_05051025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_05071025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_05121025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_05731025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_05741025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_05751025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06461025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06481025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_064A1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_064C1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06791025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_067A1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06801025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06861025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06891025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_068B1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_068D1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_068F1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_06921025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_069B1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_069E1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07021025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07191025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07211025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07221025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07231025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_07321025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_073F1025
PCI\VEN_10DE&DEV_0DE9&SUBSYS_362B17AA
PCI\VEN_10DE&DEV_0DE9&SUBSYS_85231043"
GeForce GT 635,"PCI\VEN_10DE&DEV_1280
PCI\VEN_10DE&DEV_1280&SUBSYS_10181019
PCI\VEN_10DE&DEV_1280&SUBSYS_10191019
PCI\VEN_10DE&DEV_1280&SUBSYS_103210DE"
GeForce GT 635M,"PCI\VEN_10DE&DEV_0DE3&SUBSYS_0950152D
PCI\VEN_10DE&DEV_0DE3&SUBSYS_0989152D
PCI\VEN_10DE&DEV_0DE3&SUBSYS_0992152D
PCI\VEN_10DE&DEV_0DE3&SUBSYS_1006152D
PCI\VEN_10DE&DEV_0DE3&SUBSYS_100D1043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_1022152D
PCI\VEN_10DE&DEV_0DE3&SUBSYS_10AC1043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_10B81462
PCI\VEN_10DE&DEV_0DE3&SUBSYS_10BC1043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_10CC1043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_112D1043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_14471043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_14771043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_15471043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_15871043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_181B103C
PCI\VEN_10DE&DEV_0DE3&SUBSYS_181D103C
PCI\VEN_10DE&DEV_0DE3&SUBSYS_189B103C
PCI\VEN_10DE&DEV_0DE3&SUBSYS_20DC1B0A
PCI\VEN_10DE&DEV_0DE3&SUBSYS_20DD1B0A
PCI\VEN_10DE&DEV_0DE3&SUBSYS_20DF1B0A
PCI\VEN_10DE&DEV_0DE3&SUBSYS_21371043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_21391043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_21DA1043
PCI\VEN_10DE&DEV_0DE3&SUBSYS_222A1B0A
PCI\VEN_10DE&DEV_0DE3&SUBSYS_27061558
PCI\VEN_10DE&DEV_0DE3&SUBSYS_390117AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_390217AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_390417AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_500117AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_500317AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_500717AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_501217AA
PCI\VEN_10DE&DEV_0DE3&SUBSYS_99951019
PCI\VEN_10DE&DEV_0DE9&SUBSYS_22101B0A
PCI\VEN_10DE&DEV_124D&SUBSYS_10CC1462"
GeForce GT 640,"PCI\VEN_10DE&DEV_0FC0
PCI\VEN_10DE&DEV_0FC0&SUBSYS_0640174B
PCI\VEN_10DE&DEV_0FC0&SUBSYS_093D10DE
PCI\VEN_10DE&DEV_0FC0&SUBSYS_100F10DE
PCI\VEN_10DE&DEV_0FC0&SUBSYS_3B861642
PCI\VEN_10DE&DEV_0FC0&SUBSYS_A642174B
PCI\VEN_10DE&DEV_0FC0&SUBSYS_A644174B
PCI\VEN_10DE&DEV_0FC1
PCI\VEN_10DE&DEV_124B
PCI\VEN_10DE&DEV_124B&SUBSYS_23191462
PCI\VEN_10DE&DEV_124B&SUBSYS_231B1462
PCI\VEN_10DE&DEV_1282"
GeForce GT 640M,"PCI\VEN_10DE&DEV_0FD2&SUBSYS_054B1028
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06461025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06481025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_066C1025
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06791025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_067D1025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06811025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06821025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06831025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06841025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_06861025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_068B1025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_069E1025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_071B1025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_071D1025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_07331025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_07341025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_07351025 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_07361025
PCI\VEN_10DE&DEV_0FD2&SUBSYS_0D9A105B 
PCI\VEN_10DE&DEV_0FD2&SUBSYS_85331043"
GeForce GT 640M LE,"PCI\VEN_10DE&DEV_0FD3&SUBSYS_07131025
PCI\VEN_10DE&DEV_0FD3&SUBSYS_07171025"
GeForce GT 645,"PCI\VEN_10DE&DEV_1207
PCI\VEN_10DE&DEV_1207&SUBSYS_0645174B"
GeForce GT 645M,"PCI\VEN_10DE&DEV_0FD9&SUBSYS_0990152D
PCI\VEN_10DE&DEV_0FD9&SUBSYS_0993152D
PCI\VEN_10DE&DEV_0FD9&SUBSYS_0997152D
PCI\VEN_10DE&DEV_0FD9&SUBSYS_1001152D
PCI\VEN_10DE&DEV_0FD9&SUBSYS_1015152D
PCI\VEN_10DE&DEV_0FD9&SUBSYS_104D1043
PCI\VEN_10DE&DEV_0FD9&SUBSYS_10AC1043
PCI\VEN_10DE&DEV_0FD9&SUBSYS_10B81462
PCI\VEN_10DE&DEV_0FD9&SUBSYS_10BD1043
PCI\VEN_10DE&DEV_0FD9&SUBSYS_20DC1B0A
PCI\VEN_10DE&DEV_0FD9&SUBSYS_20E41B0A
PCI\VEN_10DE&DEV_0FD9&SUBSYS_27071558
PCI\VEN_10DE&DEV_0FD9&SUBSYS_390417AA
PCI\VEN_10DE&DEV_0FD9&SUBSYS_500317AA
PCI\VEN_10DE&DEV_0FD9&SUBSYS_501417AA"
GeForce GT 650M,"PCI\VEN_10DE&DEV_0FD1&SUBSYS_06861025
PCI\VEN_10DE&DEV_0FD1&SUBSYS_068B1025
PCI\VEN_10DE&DEV_0FD1&SUBSYS_365B17AA"
GeForce GT 705,"PCI\VEN_10DE&DEV_104C
PCI\VEN_10DE&DEV_104C&SUBSYS_108610DE
PCI\VEN_10DE&DEV_104C&SUBSYS_214A174B
PCI\VEN_10DE&DEV_104C&SUBSYS_A705174B"
GeForce GT 710,"PCI\VEN_10DE&DEV_1281
PCI\VEN_10DE&DEV_1281&SUBSYS_3261174B
PCI\VEN_10DE&DEV_1281&SUBSYS_326A174B
PCI\VEN_10DE&DEV_1289
PCI\VEN_10DE&DEV_128B"
GeForce GT 710M,"PCI\VEN_10DE&DEV_1140&SUBSYS_10B81462
PCI\VEN_10DE&DEV_1140&SUBSYS_223A1043
PCI\VEN_10DE&DEV_1140&SUBSYS_224A1043"
GeForce GT 720,"PCI\VEN_10DE&DEV_1286
PCI\VEN_10DE&DEV_1286&SUBSYS_108710DE
PCI\VEN_10DE&DEV_1286&SUBSYS_308A174B
PCI\VEN_10DE&DEV_1288
PCI\VEN_10DE&DEV_1288&SUBSYS_326B174B"
GeForce GT 720A,"PCI\VEN_10DE&DEV_1140&SUBSYS_2AEF103C
PCI\VEN_10DE&DEV_1140&SUBSYS_309C17AA"
GeForce GT 720M,"PCI\VEN_10DE&DEV_1140&SUBSYS_07631025
PCI\VEN_10DE&DEV_1140&SUBSYS_07761025
PCI\VEN_10DE&DEV_1140&SUBSYS_07811025
PCI\VEN_10DE&DEV_1140&SUBSYS_07981025
PCI\VEN_10DE&DEV_1140&SUBSYS_07991025
PCI\VEN_10DE&DEV_1140&SUBSYS_079B1025
PCI\VEN_10DE&DEV_1140&SUBSYS_079C1025
PCI\VEN_10DE&DEV_1140&SUBSYS_08071025
PCI\VEN_10DE&DEV_1140&SUBSYS_08231025
PCI\VEN_10DE&DEV_1140&SUBSYS_08301025
PCI\VEN_10DE&DEV_1140&SUBSYS_08331025
PCI\VEN_10DE&DEV_1140&SUBSYS_08371025
PCI\VEN_10DE&DEV_1140&SUBSYS_0DAC105B
PCI\VEN_10DE&DEV_1140&SUBSYS_0DAD105B
PCI\VEN_10DE&DEV_1140&SUBSYS_0EF3105B"
GeForce GT 730,"PCI\VEN_10DE&DEV_0F02
PCI\VEN_10DE&DEV_0FC9
PCI\VEN_10DE&DEV_1287
PCI\VEN_10DE&DEV_1287&SUBSYS_326C174B"
GeForce GT 730M,"PCI\VEN_10DE&DEV_0FDF&SUBSYS_06861025
PCI\VEN_10DE&DEV_0FDF&SUBSYS_068B1025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_06461025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_06481025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_06791025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_067D1025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_06861025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_068B1025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_069E1025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_07131025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_07171025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_071B1025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_071D1025
PCI\VEN_10DE&DEV_0FE1&SUBSYS_85851043
PCI\VEN_10DE&DEV_1290"
GeForce GT 735M,PCI\VEN_10DE&DEV_1291&SUBSYS_081D1025
GeForce GT 740,"PCI\VEN_10DE&DEV_0FC8
PCI\VEN_10DE&DEV_11C5
PCI\VEN_10DE&DEV_11CB"
GeForce GT 740A,"PCI\VEN_10DE&DEV_1292&SUBSYS_367517AA
PCI\VEN_10DE&DEV_1292&SUBSYS_367C17AA
PCI\VEN_10DE&DEV_1292&SUBSYS_368417AA"
GeForce GT 740M,"PCI\VEN_10DE&DEV_1292&SUBSYS_073F1025
PCI\VEN_10DE&DEV_1292&SUBSYS_07761025
PCI\VEN_10DE&DEV_1292&SUBSYS_07811025
PCI\VEN_10DE&DEV_1292&SUBSYS_07981025
PCI\VEN_10DE&DEV_1292&SUBSYS_07991025
PCI\VEN_10DE&DEV_1292&SUBSYS_079B1025
PCI\VEN_10DE&DEV_1292&SUBSYS_079C1025
PCI\VEN_10DE&DEV_1292&SUBSYS_08331025
PCI\VEN_10DE&DEV_1292&SUBSYS_08361025
PCI\VEN_10DE&DEV_1292&SUBSYS_08421025"
GeForce GT 745A,"PCI\VEN_10DE&DEV_0FE3&SUBSYS_2B16103C
PCI\VEN_10DE&DEV_0FE3&SUBSYS_367517AA"
GeForce GT 745M,"PCI\VEN_10DE&DEV_0FE2&SUBSYS_008114C0
PCI\VEN_10DE&DEV_0FE2&SUBSYS_1043152D
PCI\VEN_10DE&DEV_0FE2&SUBSYS_1076152D
PCI\VEN_10DE&DEV_0FE2&SUBSYS_1704172F
PCI\VEN_10DE&DEV_0FE2&SUBSYS_1705172F
PCI\VEN_10DE&DEV_0FE2&SUBSYS_40021071
PCI\VEN_10DE&DEV_0FE2&SUBSYS_40331071
PCI\VEN_10DE&DEV_0FE2&SUBSYS_40371071
PCI\VEN_10DE&DEV_0FE2&SUBSYS_40381071
PCI\VEN_10DE&DEV_0FE2&SUBSYS_40391071
PCI\VEN_10DE&DEV_0FE2&SUBSYS_84001558
PCI\VEN_10DE&DEV_0FE3&SUBSYS_01931854
PCI\VEN_10DE&DEV_0FE3&SUBSYS_05D61028
PCI\VEN_10DE&DEV_0FE3&SUBSYS_1002152D
PCI\VEN_10DE&DEV_0FE3&SUBSYS_1009152D
PCI\VEN_10DE&DEV_0FE3&SUBSYS_10511854
PCI\VEN_10DE&DEV_0FE3&SUBSYS_11ED1043
PCI\VEN_10DE&DEV_0FE3&SUBSYS_11FD1043
PCI\VEN_10DE&DEV_0FE3&SUBSYS_12DD1043
PCI\VEN_10DE&DEV_0FE3&SUBSYS_20E41B0A
PCI\VEN_10DE&DEV_0FE3&SUBSYS_21061B0A
PCI\VEN_10DE&DEV_0FE3&SUBSYS_21091B0A
PCI\VEN_10DE&DEV_0FE3&SUBSYS_210E1B0A
PCI\VEN_10DE&DEV_0FE3&SUBSYS_21EA1043
PCI\VEN_10DE&DEV_0FE3&SUBSYS_22021B0A
PCI\VEN_10DE&DEV_0FE3&SUBSYS_221A1043
PCI\VEN_10DE&DEV_0FE3&SUBSYS_22221B0A
PCI\VEN_10DE&DEV_0FE3&SUBSYS_222A1043
PCI\VEN_10DE&DEV_0FE3&SUBSYS_24421458
PCI\VEN_10DE&DEV_0FE3&SUBSYS_380517AA
PCI\VEN_10DE&DEV_0FE3&SUBSYS_380917AA
PCI\VEN_10DE&DEV_0FE3&SUBSYS_500317AA
PCI\VEN_10DE&DEV_0FE3&SUBSYS_501A17AA
PCI\VEN_10DE&DEV_0FE3&SUBSYS_55891991
PCI\VEN_10DE&DEV_0FE3&SUBSYS_999B1019
PCI\VEN_10DE&DEV_0FE3&SUBSYS_99A21019
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA111179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA131179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA181179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA191179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA321179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA331179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA361179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA381179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA421179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA431179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA451179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA471179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA491179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA781179
PCI\VEN_10DE&DEV_0FE3&SUBSYS_FA791179"
GeForce GT 750M,"PCI\VEN_10DE&DEV_0FE4&SUBSYS_07811025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_07981025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_07991025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_079B1025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_079C1025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_079D1025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_08141025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_08161025
PCI\VEN_10DE&DEV_0FE4&SUBSYS_08301025"
GeForce GT 755M,"PCI\VEN_10DE&DEV_0FCD&SUBSYS_1024152D
PCI\VEN_10DE&DEV_0FCD&SUBSYS_380017AA
PCI\VEN_10DE&DEV_0FCD&SUBSYS_380117AA
PCI\VEN_10DE&DEV_0FEA&SUBSYS_011F106B"
GeForce GTS 160M,"PCI\VEN_10DE&DEV_0631&SUBSYS_02A11028
PCI\VEN_10DE&DEV_0631&SUBSYS_02A21028
PCI\VEN_10DE&DEV_0631&SUBSYS_04811558
PCI\VEN_10DE&DEV_0631&SUBSYS_05771558
PCI\VEN_10DE&DEV_0631&SUBSYS_08601558
PCI\VEN_10DE&DEV_0631&SUBSYS_09021558
PCI\VEN_10DE&DEV_0631&SUBSYS_09031558
PCI\VEN_10DE&DEV_0631&SUBSYS_10141462
PCI\VEN_10DE&DEV_0631&SUBSYS_10241462
PCI\VEN_10DE&DEV_0631&SUBSYS_98001558"
GeForce GTS 240,PCI\VEN_10DE&DEV_0607
GeForce GTS 250,"PCI\VEN_10DE&DEV_0615
PCI\VEN_10DE&DEV_0615&SUBSYS_90381B0A"
GeForce GTS 250M,PCI\VEN_10DE&DEV_0CA9&SUBSYS_39421642
GeForce GTS 350M,PCI\VEN_10DE&DEV_0CB0&SUBSYS_080D10DE
GeForce GTS 450,"PCI\VEN_10DE&DEV_0DC4
PCI\VEN_10DE&DEV_0DC4&SUBSYS_C0001458
PCI\VEN_10DE&DEV_0DC5
PCI\VEN_10DE&DEV_0DC5&SUBSYS_085B10DE
PCI\VEN_10DE&DEV_0DC5&SUBSYS_1184174B
PCI\VEN_10DE&DEV_0DC6
PCI\VEN_10DE&DEV_1245
PCI\VEN_10DE&DEV_1245&SUBSYS_C0001458
PCI\VEN_10DE&DEV_1249"
GeForce GTX 1050,"PCI\VEN_10DE&DEV_1C81
PCI\VEN_10DE&DEV_1C81&SUBSYS_2455174B
PCI\VEN_10DE&DEV_1C81&SUBSYS_5454174B
PCI\VEN_10DE&DEV_1C8D&SUBSYS_11281025
PCI\VEN_10DE&DEV_1C8D&SUBSYS_118B1025
PCI\VEN_10DE&DEV_1C8D&SUBSYS_11971025
PCI\VEN_10DE&DEV_1C8D&SUBSYS_11991025
PCI\VEN_10DE&DEV_1C8D&SUBSYS_12071025
PCI\VEN_10DE&DEV_1C8D&SUBSYS_121C1025
PCI\VEN_10DE&DEV_1C8D&SUBSYS_12341025"
GeForce GTX 1050 Ti,"PCI\VEN_10DE&DEV_1C21&SUBSYS_11551025
PCI\VEN_10DE&DEV_1C82
PCI\VEN_10DE&DEV_1C82&SUBSYS_3454174B
PCI\VEN_10DE&DEV_1C8C&SUBSYS_11281025
PCI\VEN_10DE&DEV_1C8C&SUBSYS_11541025
PCI\VEN_10DE&DEV_1C8C&SUBSYS_118B1025
PCI\VEN_10DE&DEV_1C8C&SUBSYS_11971025
PCI\VEN_10DE&DEV_1C8C&SUBSYS_11991025
PCI\VEN_10DE&DEV_1C8C&SUBSYS_12071025"
GeForce GTX 1050 Ti with Max-Q Design,"PCI\VEN_10DE&DEV_1C8C&SUBSYS_087C1028
PCI\VEN_10DE&DEV_1C8C&SUBSYS_39FF17AA"
GeForce GTX 1050 with Max-Q Design,"PCI\VEN_10DE&DEV_1C8D&SUBSYS_087C1028
PCI\VEN_10DE&DEV_1C8D&SUBSYS_17071D72"
GeForce GTX 1060,"PCI\VEN_10DE&DEV_1C20&SUBSYS_114E1025
PCI\VEN_10DE&DEV_1C20&SUBSYS_114F1025
PCI\VEN_10DE&DEV_1C20&SUBSYS_118B1025
PCI\VEN_10DE&DEV_1C20&SUBSYS_11991025
PCI\VEN_10DE&DEV_1C20&SUBSYS_12071025
PCI\VEN_10DE&DEV_1C20&SUBSYS_120C1025
PCI\VEN_10DE&DEV_1C60&SUBSYS_11311025
PCI\VEN_10DE&DEV_1C60&SUBSYS_11321025
PCI\VEN_10DE&DEV_1C60&SUBSYS_11701025
PCI\VEN_10DE&DEV_1C60&SUBSYS_11771025
PCI\VEN_10DE&DEV_1C60&SUBSYS_11781025
PCI\VEN_10DE&DEV_1C60&SUBSYS_11791025"
GeForce GTX 1060 3GB,"PCI\VEN_10DE&DEV_1B84
PCI\VEN_10DE&DEV_1C02
PCI\VEN_10DE&DEV_1C02&SUBSYS_2438174B"
GeForce GTX 1060 5GB,PCI\VEN_10DE&DEV_1C04
GeForce GTX 1060 6GB,"PCI\VEN_10DE&DEV_1C03
PCI\VEN_10DE&DEV_1C03&SUBSYS_2438174B
PCI\VEN_10DE&DEV_1C06"
GeForce GTX 1060 with Max-Q Design,"PCI\VEN_10DE&DEV_1C20&SUBSYS_08021028
PCI\VEN_10DE&DEV_1C20&SUBSYS_08031028
PCI\VEN_10DE&DEV_1C20&SUBSYS_08251028
PCI\VEN_10DE&DEV_1C20&SUBSYS_08271028
PCI\VEN_10DE&DEV_1C20&SUBSYS_08851028
PCI\VEN_10DE&DEV_1C20&SUBSYS_08861028
PCI\VEN_10DE&DEV_1C20&SUBSYS_20001A58
PCI\VEN_10DE&DEV_1C20&SUBSYS_39B917AA
PCI\VEN_10DE&DEV_1C20&SUBSYS_8467103C
PCI\VEN_10DE&DEV_1C20&SUBSYS_8478103C
PCI\VEN_10DE&DEV_1C60&SUBSYS_8390103C
PCI\VEN_10DE&DEV_1C60&SUBSYS_8467103C"
GeForce GTX 1070,"PCI\VEN_10DE&DEV_1B81
PCI\VEN_10DE&DEV_1B81&SUBSYS_1070174B
PCI\VEN_10DE&DEV_1B81&SUBSYS_1071174B
PCI\VEN_10DE&DEV_1BE1&SUBSYS_11311025
PCI\VEN_10DE&DEV_1BE1&SUBSYS_11321025
PCI\VEN_10DE&DEV_1BE1&SUBSYS_11771025
PCI\VEN_10DE&DEV_1BE1&SUBSYS_11781025"
GeForce GTX 1070 Ti,"PCI\VEN_10DE&DEV_1B82
PCI\VEN_10DE&DEV_1B82&SUBSYS_4241174B"
GeForce GTX 1080,"PCI\VEN_10DE&DEV_1B80
PCI\VEN_10DE&DEV_1B80&SUBSYS_1425174B 
PCI\VEN_10DE&DEV_1BE0&SUBSYS_11411025
PCI\VEN_10DE&DEV_1BE0&SUBSYS_11461025"
GeForce GTX 1080 Ti,"PCI\VEN_10DE&DEV_1B06
PCI\VEN_10DE&DEV_1B06&SUBSYS_1470174B"
GeForce GTX 1080 with Max-Q Design,"PCI\VEN_10DE&DEV_1BE0&SUBSYS_12211025
PCI\VEN_10DE&DEV_1BE0&SUBSYS_123E1025"
GeForce GTX 260,"PCI\VEN_10DE&DEV_05E2
PCI\VEN_10DE&DEV_05EA"
